reviewer,vote,hotel,city,nation
 GIULIO,10.0,Hilton Milan,Via Galvani 12,Italia
LadyS,8.0,Boutique Hotel Hugo,Firenze,Italia
 Scrupoloso,10.0,Boutique Hotel Hugo,Firenze,Italia
 Silvia S,8.0,Boutique Hotel Hugo,Firenze,Italia
 RobertoPuglia,10.0,Boutique Hotel Hugo,Firenze,Italia
 erenello83,10.0,Boutique Hotel Hugo,Firenze,Italia
gerryfulg,8.0,Hotel Bernina,Via Napo Torriani 27 Stazione Centrale Milano,Italia
 Nadia M,6.0,Hotel Bernina,Via Napo Torriani 27 Stazione Centrale Milano,Italia
 enzo r,10.0,Hotel Bernina,Via Napo Torriani 27 Stazione Centrale Milano,Italia
 michy77454,10.0,Hotel Bernina,Via Napo Torriani 27 Stazione Centrale Milano,Italia
 Laura M,10.0,Hotel Bernina,Via Napo Torriani 27 Stazione Centrale Milano,Italia
Ro&Ale,10.0,Yacht Marina Hotel,Sicilia,Italia
 Vincenzo S,10.0,Yacht Marina Hotel,Sicilia,Italia
 Mar Zia,8.0,Yacht Marina Hotel,Sicilia,Italia
 Claudio S,10.0,Yacht Marina Hotel,Sicilia,Italia
 Marco_Coppa1976,6.0,Yacht Marina Hotel,Sicilia,Italia
Stefano R,8.0,Villa La Sosta,Firenze,Italia
 Sergio P,6.0,Villa La Sosta,Firenze,Italia
 Luca R,10.0,Villa La Sosta,Firenze,Italia
 Vanina C,8.0,Villa La Sosta,Firenze,Italia
 cataldp c,10.0,Villa La Sosta,Firenze,Italia
Companion566454,10.0,le4leggende, 95128 Catania,Italia
 Dario N,10.0,le4leggende, 95128 Catania,Italia
 mirko b,10.0,le4leggende, 95128 Catania,Italia
 Luana Arancio,10.0,le4leggende, 95128 Catania,Italia
 Gaetano V. C,10.0,le4leggende, 95128 Catania,Italia
Marilena,10.0,Libeccio Bed & Breakfast Milano,Via Bartolomeo Eustachi 12,Italia
 francesco c,10.0,Libeccio Bed & Breakfast Milano,Via Bartolomeo Eustachi 12,Italia
 Valentino G,10.0,Libeccio Bed & Breakfast Milano,Via Bartolomeo Eustachi 12,Italia
 Marisa C,10.0,Libeccio Bed & Breakfast Milano,Via Bartolomeo Eustachi 12,Italia
 Trail713750,10.0,Libeccio Bed & Breakfast Milano,Via Bartolomeo Eustachi 12,Italia
Federica F,10.0,Ca' Sant'Angelo, San Marco 3569,Italia
 Fabio Z,10.0,Ca' Sant'Angelo, San Marco 3569,Italia
 PievGianni,10.0,Ca' Sant'Angelo, San Marco 3569,Italia
 ElenaBa76,10.0,Ca' Sant'Angelo, San Marco 3569,Italia
 Cristina M,10.0,Ca' Sant'Angelo, San Marco 3569,Italia
NattyMMI,10.0,Pensione da Lucia, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Francesca P,8.0,Pensione da Lucia, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Valentina C,10.0,Pensione da Lucia, Parco Nazionale del Cilento e Vallo di Diano,Italia
 678liciap,10.0,Pensione da Lucia, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Mari B,6.0,Pensione da Lucia, Parco Nazionale del Cilento e Vallo di Diano,Italia
gritalia,10.0,L'Antico Sogno,Pisa,Italia
Giovanni R,10.0,Hotel delle Muse,Via Tommaso Salvini 18,Italia
 arianna702006,10.0,Hotel delle Muse,Via Tommaso Salvini 18,Italia
 Vittorio M,8.0,Hotel delle Muse,Via Tommaso Salvini 18,Italia
 goldeneyes81,10.0,Hotel delle Muse,Via Tommaso Salvini 18,Italia
 Eugenio O,10.0,Hotel delle Muse,Via Tommaso Salvini 18,Italia
Carlotta A,8.0,Gardenia,Verona,Italia
 Marco B,6.0,Gardenia,Verona,Italia
 musicainviaggio,10.0,Gardenia,Verona,Italia
 londonuk2018,6.0,Gardenia,Verona,Italia
 alessandra z,10.0,Gardenia,Verona,Italia
ermannoramon,10.0,Napoliamo,Napoli,Italia
 valentina t,10.0,Napoliamo,Napoli,Italia
 Alessandra T,10.0,Napoliamo,Napoli,Italia
 samysol,10.0,Napoliamo,Napoli,Italia
 Claudia T,10.0,Napoliamo,Napoli,Italia
Maria Luisa,2.0,Agriturismo Villa Cristina, Siracusa,Italia
 Irene R,2.0,Agriturismo Villa Cristina, Siracusa,Italia
 Eleonora B,2.0,Agriturismo Villa Cristina, Siracusa,Italia
 Santo C,10.0,Agriturismo Villa Cristina, Siracusa,Italia
 Tommy R,10.0,Agriturismo Villa Cristina, Siracusa,Italia
joe_in_the_city,8.0,Hotel Aurora,Verona,Italia
 Gianluca B,8.0,Hotel Aurora,Verona,Italia
 Salvatore P,10.0,Hotel Aurora,Verona,Italia
 Roger,10.0,Hotel Aurora,Verona,Italia
 Antonella M,10.0,Hotel Aurora,Verona,Italia
AnnaLuigi,8.0,Villa Gotti Charming Rooms,Via Vittorio Putti 22,Italia
 gtripppp,10.0,Villa Gotti Charming Rooms,Via Vittorio Putti 22,Italia
 Marco A,8.0,Villa Gotti Charming Rooms,Via Vittorio Putti 22,Italia
 Torsten A,10.0,Villa Gotti Charming Rooms,Via Vittorio Putti 22,Italia
 SnapperProductions,10.0,Villa Gotti Charming Rooms,Via Vittorio Putti 22,Italia
claudia s,10.0,120 Rodionoff Palermo Hotel B&B Affittacamere, Palermo,Italia
 Giuseppe S,10.0,120 Rodionoff Palermo Hotel B&B Affittacamere, Palermo,Italia
 Rudy B,10.0,120 Rodionoff Palermo Hotel B&B Affittacamere, Palermo,Italia
 Alberto C,10.0,120 Rodionoff Palermo Hotel B&B Affittacamere, Palermo,Italia
 Giovanna C,10.0,120 Rodionoff Palermo Hotel B&B Affittacamere, Palermo,Italia
antoniocuvato,6.0,Start-Line Airport Pisa,Pisa,Italia
 Pietro V,2.0,Start-Line Airport Pisa,Pisa,Italia
 Teresa C,6.0,Start-Line Airport Pisa,Pisa,Italia
 Marina M,10.0,Start-Line Airport Pisa,Pisa,Italia
 Luca M,2.0,Start-Line Airport Pisa,Pisa,Italia
Paolo P,8.0,Residence Isola Verde,Pisa,Italia
 Robbi81,6.0,Residence Isola Verde,Pisa,Italia
 Ade M.,6.0,Residence Isola Verde,Pisa,Italia
 pv80,6.0,Residence Isola Verde,Pisa,Italia
 carola63,2.0,Residence Isola Verde,Pisa,Italia
Fernanda36,8.0,City Centre Rooms and Apartments,Verona,Italia
 Biagio G,8.0,City Centre Rooms and Apartments,Verona,Italia
 Patrizia R,10.0,City Centre Rooms and Apartments,Verona,Italia
 TheSakeOfTruth,8.0,City Centre Rooms and Apartments,Verona,Italia
 Beatrice,8.0,City Centre Rooms and Apartments,Verona,Italia
Alessandro A,8.0,J Hotel,Via Traves 30,Italia
 Giampaolo,8.0,J Hotel,Via Traves 30,Italia
 HappyBigFamily,8.0,J Hotel,Via Traves 30,Italia
 Giovanni P.,8.0,J Hotel,Via Traves 30,Italia
 Marusca G,10.0,J Hotel,Via Traves 30,Italia
laura p,10.0,B&B Marina, 08040 Lotzorai,Italia
 Omar P,10.0,B&B Marina, 08040 Lotzorai,Italia
 Foisanton,10.0,B&B Marina, 08040 Lotzorai,Italia
 Ele90Vi84,10.0,B&B Marina, 08040 Lotzorai,Italia
 Pissenti M,10.0,B&B Marina, 08040 Lotzorai,Italia
Kaly,2.0,Marina Beach Suite Hotel, 47922 Viserba,Italia
 visconte,2.0,Marina Beach Suite Hotel, 47922 Viserba,Italia
 Simon B,6.0,Marina Beach Suite Hotel, 47922 Viserba,Italia
 Antonio G,6.0,Marina Beach Suite Hotel, 47922 Viserba,Italia
 Ambrogio C,4.0,Marina Beach Suite Hotel, 47922 Viserba,Italia
Luigi P,10.0,Navigliotel19,Milano,Italia
 Giorgio L,10.0,Navigliotel19,Milano,Italia
 mikiandrea2019,8.0,Navigliotel19,Milano,Italia
 Renato De Luca,10.0,Navigliotel19,Milano,Italia
 Mario P,10.0,Navigliotel19,Milano,Italia
IBANEZPI,6.0,B&B Teatro Massimo, Palermo,Italia
 Mauro,10.0,B&B Teatro Massimo, Palermo,Italia
 Lungomareblu,10.0,B&B Teatro Massimo, Palermo,Italia
 MaxBax91,10.0,B&B Teatro Massimo, Palermo,Italia
 flaviomerola19,10.0,B&B Teatro Massimo, Palermo,Italia
nikGroov2014,10.0,Kepazia guest house, 84050 Giungano,Italia
 maryrosito,10.0,Kepazia guest house, 84050 Giungano,Italia
 severd,10.0,Kepazia guest house, 84050 Giungano,Italia
 Francesco Flori... D,2.0,Kepazia guest house, 84050 Giungano,Italia
 Francesco L,10.0,Kepazia guest house, 84050 Giungano,Italia
paolo puppa,8.0,Hotel Stendhal,Via del Tritone 113,Italia
 Fede,10.0,Hotel Stendhal,Via del Tritone 113,Italia
 giuseppe a,8.0,Hotel Stendhal,Via del Tritone 113,Italia
 fabiologgia70,6.0,Hotel Stendhal,Via del Tritone 113,Italia
 Lus,10.0,Hotel Stendhal,Via del Tritone 113,Italia
marinellachiorino,10.0,Magna Pars Suites,Via Forcella 6,Italia
 467mauro,8.0,Magna Pars Suites,Via Forcella 6,Italia
 Fabio95G,8.0,Magna Pars Suites,Via Forcella 6,Italia
 Beppeotto,10.0,Magna Pars Suites,Via Forcella 6,Italia
 Andrea C,8.0,Magna Pars Suites,Via Forcella 6,Italia
Maurizio G,10.0,Tenuta Le Terre 1927, San Teodoro,Italia
 Efrem85,10.0,Tenuta Le Terre 1927, San Teodoro,Italia
 Michele006,10.0,Tenuta Le Terre 1927, San Teodoro,Italia
 Bobettina,2.0,Tenuta Le Terre 1927, San Teodoro,Italia
 Simodang,10.0,Tenuta Le Terre 1927, San Teodoro,Italia
Tatcos,10.0,B&B Perla Verde, Alghero,Italia
terri008,10.0,Hotel Club House,Rimini,Italia
 Verona29,10.0,Hotel Club House,Rimini,Italia
 Carolina,8.0,Hotel Club House,Rimini,Italia
 Angelo-Monopoli,8.0,Hotel Club House,Rimini,Italia
 Isa,8.0,Hotel Club House,Rimini,Italia
Paolo B,10.0,Domus Residence,Rimini,Italia
 ProfumodiPaulonia,8.0,Domus Residence,Rimini,Italia
 Elisa,4.0,Domus Residence,Rimini,Italia
 mpa962,8.0,Domus Residence,Rimini,Italia
 Simone P,10.0,Domus Residence,Rimini,Italia
FabioFa,10.0,Affittacamere Borgo Roma,Verona,Italia
 Toro Matto,10.0,Affittacamere Borgo Roma,Verona,Italia
 Francesco C,10.0,Affittacamere Borgo Roma,Verona,Italia
 Beppe974,10.0,Affittacamere Borgo Roma,Verona,Italia
 Sara S,10.0,Affittacamere Borgo Roma,Verona,Italia
Brunella,10.0,Rosa Grand - Starhotels Collezione,Milano,Italia
 Jack,8.0,Rosa Grand - Starhotels Collezione,Milano,Italia
 Paolo I,8.0,Rosa Grand - Starhotels Collezione,Milano,Italia
 Alby,10.0,Rosa Grand - Starhotels Collezione,Milano,Italia
 turricolonna,8.0,Rosa Grand - Starhotels Collezione,Milano,Italia
Guido,10.0,Hotel Artemide,Roma,Italia
 pandoraVenezia,10.0,Hotel Artemide,Roma,Italia
 carlo p,10.0,Hotel Artemide,Roma,Italia
 Silvia C,10.0,Hotel Artemide,Roma,Italia
 Frencyfrency,10.0,Hotel Artemide,Roma,Italia
Aisha2891,10.0,Hotel Principi di Piemonte | UNA Esperienze,Via Gobetti 15 (Torino Centro),Italia
 Michele M,10.0,Hotel Principi di Piemonte | UNA Esperienze,Via Gobetti 15 (Torino Centro),Italia
 Stefano,10.0,Hotel Principi di Piemonte | UNA Esperienze,Via Gobetti 15 (Torino Centro),Italia
 Mariaelisa P,10.0,Hotel Principi di Piemonte | UNA Esperienze,Via Gobetti 15 (Torino Centro),Italia
 Dapix2015,10.0,Hotel Principi di Piemonte | UNA Esperienze,Via Gobetti 15 (Torino Centro),Italia
FrancescaM,6.0,Dimora La Torre Room,Sicilia,Italia
 Irene,10.0,Dimora La Torre Room,Sicilia,Italia
 Sara C,10.0,Dimora La Torre Room,Sicilia,Italia
 Betty Elisabett... F,8.0,Dimora La Torre Room,Sicilia,Italia
 Dorotea G,10.0,Dimora La Torre Room,Sicilia,Italia
eugenio g,10.0,B&B Antico Corso, 95124 Catania,Italia
 mamoma09,10.0,B&B Antico Corso, 95124 Catania,Italia
 daniela l,10.0,B&B Antico Corso, 95124 Catania,Italia
 Danilo Lucia S,10.0,B&B Antico Corso, 95124 Catania,Italia
 speedy1970,10.0,B&B Antico Corso, 95124 Catania,Italia
panormus1976,8.0,Your Room, 95129 Catania,Italia
 emanuela g,10.0,Your Room, 95129 Catania,Italia
 towanda25,10.0,Your Room, 95129 Catania,Italia
 Teo T,10.0,Your Room, 95129 Catania,Italia
 Veronica260914,4.0,Your Room, 95129 Catania,Italia
radio65,8.0,casa ilaria,Largo Respighi 8,Italia
 Bellalumachina,10.0,casa ilaria,Largo Respighi 8,Italia
 Andrea P,10.0,casa ilaria,Largo Respighi 8,Italia
 A90A,10.0,casa ilaria,Largo Respighi 8,Italia
 isahn,10.0,casa ilaria,Largo Respighi 8,Italia
Stefano S,10.0,B&B Hotel Verona,Verona,Italia
 Danlucci2014,10.0,B&B Hotel Verona,Verona,Italia
 Alessandro C,10.0,B&B Hotel Verona,Verona,Italia
 alfredomasi,10.0,B&B Hotel Verona,Verona,Italia
 Federica C,10.0,B&B Hotel Verona,Verona,Italia
Titti M,10.0,Le Flaneur Bed and Breakfast,Verona,Italia
 fausto romano,10.0,Le Flaneur Bed and Breakfast,Verona,Italia
 giroingiro76,10.0,Le Flaneur Bed and Breakfast,Verona,Italia
 lorenzo d,10.0,Le Flaneur Bed and Breakfast,Verona,Italia
 Paolo_discovery,10.0,Le Flaneur Bed and Breakfast,Verona,Italia
bordonmassimo,8.0,Hotel Silla,Firenze,Italia
 Gionson D,10.0,Hotel Silla,Firenze,Italia
 Minimo970,8.0,Hotel Silla,Firenze,Italia
 Barbara P,10.0,Hotel Silla,Firenze,Italia
 alexallegro,10.0,Hotel Silla,Firenze,Italia
Rosa S,10.0,B&B Magico Orizzonte, San Mauro Cilento,Italia
 Slowfood88,10.0,B&B Magico Orizzonte, San Mauro Cilento,Italia
 alfonso c,8.0,B&B Magico Orizzonte, San Mauro Cilento,Italia
 Nadia T,10.0,B&B Magico Orizzonte, San Mauro Cilento,Italia
 francamaria_67,10.0,B&B Magico Orizzonte, San Mauro Cilento,Italia
Vale Pro,4.0,B&B Artemide, Siracusa,Italia
 GineproSwag,2.0,B&B Artemide, Siracusa,Italia
 daniela c,10.0,B&B Artemide, Siracusa,Italia
 sagyttar,6.0,B&B Artemide, Siracusa,Italia
 Jacopo T,2.0,B&B Artemide, Siracusa,Italia
Maurizio G,2.0,Ristorante Belvedere Hotel,Torino,Italia
 albertoorfeo,8.0,Ristorante Belvedere Hotel,Torino,Italia
 stefano p,8.0,Ristorante Belvedere Hotel,Torino,Italia
 AirBag74,10.0,Ristorante Belvedere Hotel,Torino,Italia
 Claudio101065,8.0,Ristorante Belvedere Hotel,Torino,Italia
t0ni0cazz0lla,10.0,Palazzo Caracciolo Napoli MGallery by Sofitel,Napoli,Italia
 Rossini_60,10.0,Palazzo Caracciolo Napoli MGallery by Sofitel,Napoli,Italia
 Luca,8.0,Palazzo Caracciolo Napoli MGallery by Sofitel,Napoli,Italia
 Riccardo1948,8.0,Palazzo Caracciolo Napoli MGallery by Sofitel,Napoli,Italia
 mmcGIBA,10.0,Palazzo Caracciolo Napoli MGallery by Sofitel,Napoli,Italia
cayman63,8.0,Janas Country Resort, 07013 Mores,Italia
 109lexy,10.0,Janas Country Resort, 07013 Mores,Italia
 walter c,10.0,Janas Country Resort, 07013 Mores,Italia
 Marco P,10.0,Janas Country Resort, 07013 Mores,Italia
 Vacationer63588,10.0,Janas Country Resort, 07013 Mores,Italia
Simona C,10.0,Hotel Catania Town, 95131 Catania,Italia
 Martina E,8.0,Hotel Catania Town, 95131 Catania,Italia
 tittiorso,6.0,Hotel Catania Town, 95131 Catania,Italia
 MASSIMILIANO C,4.0,Hotel Catania Town, 95131 Catania,Italia
 Daniele EMarika V,10.0,Hotel Catania Town, 95131 Catania,Italia
Sdany71,2.0,MamaJuana, Alghero,Italia
 sempreingiro,4.0,MamaJuana, Alghero,Italia
 kikkapi,4.0,MamaJuana, Alghero,Italia
 Enrico P,2.0,MamaJuana, Alghero,Italia
 degustibus96,4.0,MamaJuana, Alghero,Italia
Alessia B,10.0,Antico Maniero Palinuro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 CSLCLD,10.0,Antico Maniero Palinuro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Zanzotm,10.0,Antico Maniero Palinuro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Manu G,10.0,Antico Maniero Palinuro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Byeba,10.0,Antico Maniero Palinuro, Parco Nazionale del Cilento e Vallo di Diano,Italia
DiFrell,10.0,Toledostop,Napoli,Italia
 Valentina S,10.0,Toledostop,Napoli,Italia
 Giovanna M,10.0,Toledostop,Napoli,Italia
 Franca S,10.0,Toledostop,Napoli,Italia
 Pietro R,10.0,Toledostop,Napoli,Italia
rosaria B,8.0,Duomo - Apartments Milano,Via San Paolo 13,Italia
 4girovaghi,10.0,Duomo - Apartments Milano,Via San Paolo 13,Italia
 Alessandra T,10.0,Duomo - Apartments Milano,Via San Paolo 13,Italia
 Cicciu14,6.0,Duomo - Apartments Milano,Via San Paolo 13,Italia
 HenryMorgan57,10.0,Duomo - Apartments Milano,Via San Paolo 13,Italia
Luca R,8.0,B&B Sa Marina, Siniscola,Italia
 Rinael,10.0,B&B Sa Marina, Siniscola,Italia
 Fra,10.0,B&B Sa Marina, Siniscola,Italia
 jessica,10.0,B&B Sa Marina, Siniscola,Italia
 maurizio dal corso,10.0,B&B Sa Marina, Siniscola,Italia
Dario B,4.0,Camping Arrighi, Porto Azzurro,Italia
 Marta D,6.0,Camping Arrighi, Porto Azzurro,Italia
 fossatieva,8.0,Camping Arrighi, Porto Azzurro,Italia
 Gian Luca B,10.0,Camping Arrighi, Porto Azzurro,Italia
 laportinaiadibologna,10.0,Camping Arrighi, Porto Azzurro,Italia
Valeria B,10.0,Aparthotel Verona House,Verona,Italia
 Lee,10.0,Aparthotel Verona House,Verona,Italia
 elav86,10.0,Aparthotel Verona House,Verona,Italia
 giovanni b,10.0,Aparthotel Verona House,Verona,Italia
 RGP,8.0,Aparthotel Verona House,Verona,Italia
sebastiano a,8.0,Hotel Catalunya, Alghero,Italia
 Venere22,10.0,Hotel Catalunya, Alghero,Italia
 DaveMondo,4.0,Hotel Catalunya, Alghero,Italia
 Escape522862,10.0,Hotel Catalunya, Alghero,Italia
 Romf001,8.0,Hotel Catalunya, Alghero,Italia
LadyOscar73,8.0,Grand Hotel Parker's,Napoli,Italia
 Debora S,10.0,Grand Hotel Parker's,Napoli,Italia
 Davide Z,6.0,Grand Hotel Parker's,Napoli,Italia
 Bea P,10.0,Grand Hotel Parker's,Napoli,Italia
 Gi4n,4.0,Grand Hotel Parker's,Napoli,Italia
Michael Villella,10.0,A Due Passi Dal Treno,Pisa,Italia
 happyending2017,10.0,A Due Passi Dal Treno,Pisa,Italia
 Valentina L,10.0,A Due Passi Dal Treno,Pisa,Italia
 Benedetta F,8.0,A Due Passi Dal Treno,Pisa,Italia
 Gessica B,10.0,A Due Passi Dal Treno,Pisa,Italia
Simona Burgio,10.0,Apollo Suites,Lecce,Italia
 SirNicholasss,10.0,Apollo Suites,Lecce,Italia
 laura c,10.0,Apollo Suites,Lecce,Italia
 mara74_10,8.0,Apollo Suites,Lecce,Italia
 E8466KTinfo,8.0,Apollo Suites,Lecce,Italia
Virgibox,4.0,Bed & Breakfast Macallè, 95124 Catania,Italia
 elisa c,8.0,Bed & Breakfast Macallè, 95124 Catania,Italia
 Stefania L,10.0,Bed & Breakfast Macallè, 95124 Catania,Italia
 Odyssey729603,4.0,Bed & Breakfast Macallè, 95124 Catania,Italia
 ChiaAntoBeFi,6.0,Bed & Breakfast Macallè, 95124 Catania,Italia
Marietto,10.0,Casa Temporanea,Via Caduti della Via Fani 5,Italia
 Michele A,10.0,Casa Temporanea,Via Caduti della Via Fani 5,Italia
 187855NicolettaP,10.0,Casa Temporanea,Via Caduti della Via Fani 5,Italia
 tino4you75,8.0,Casa Temporanea,Via Caduti della Via Fani 5,Italia
 pastalsugo,6.0,Casa Temporanea,Via Caduti della Via Fani 5,Italia
Antonio,10.0,B&B Verona Centro,Verona,Italia
 marchesinit,10.0,B&B Verona Centro,Verona,Italia
 IvanD1968,6.0,B&B Verona Centro,Verona,Italia
 Mirko M,10.0,B&B Verona Centro,Verona,Italia
 Gabri Goldfinger,8.0,B&B Verona Centro,Verona,Italia
Marin068,10.0,Cuccumiao, 08038 Sorgono,Italia
 Giuseppe P,10.0,Cuccumiao, 08038 Sorgono,Italia
 Cesare2207,10.0,Cuccumiao, 08038 Sorgono,Italia
 Nicola Grimaldi,10.0,Cuccumiao, 08038 Sorgono,Italia
 Mauro M,10.0,Cuccumiao, 08038 Sorgono,Italia
falcli,10.0,B&B Acquario,Rimini,Italia
Kimo,10.0,Hotel Sultano,Rimini,Italia
 Dani,8.0,Hotel Sultano,Rimini,Italia
 Maricel Sconocchia,10.0,Hotel Sultano,Rimini,Italia
 Umby73,10.0,Hotel Sultano,Rimini,Italia
 Marco97,2.0,Hotel Sultano,Rimini,Italia
grazie62,8.0,Hotel de La Ville,Firenze,Italia
 Federica,10.0,Hotel de La Ville,Firenze,Italia
 Maria Pia A,10.0,Hotel de La Ville,Firenze,Italia
 Marco-CH,8.0,Hotel de La Ville,Firenze,Italia
 PIERLUIGI S,10.0,Hotel de La Ville,Firenze,Italia
Paxtrix,10.0,St. John's Terrace,Via Gabi 7,Italia
 Sariii25,10.0,St. John's Terrace,Via Gabi 7,Italia
 Giulia B,10.0,St. John's Terrace,Via Gabi 7,Italia
 Valerio C,10.0,St. John's Terrace,Via Gabi 7,Italia
 Nadia,10.0,St. John's Terrace,Via Gabi 7,Italia
Sue W,10.0,B&B di CORSA,Pisa,Italia
Zlatangianna91,10.0,B&B 10 Serpotta, Palermo,Italia
 Lorenzo D,10.0,B&B 10 Serpotta, Palermo,Italia
 Marivivian,10.0,B&B 10 Serpotta, Palermo,Italia
 sebastianob03,10.0,B&B 10 Serpotta, Palermo,Italia
 Antonio Bonura,10.0,B&B 10 Serpotta, Palermo,Italia
Sciaira,8.0,Casa Munay,Via Angelo Venturoli 3,Italia
 Francesca M,10.0,Casa Munay,Via Angelo Venturoli 3,Italia
 xsmassi,10.0,Casa Munay,Via Angelo Venturoli 3,Italia
 fasix,8.0,Casa Munay,Via Angelo Venturoli 3,Italia
 Riccardo P,10.0,Casa Munay,Via Angelo Venturoli 3,Italia
Giada92.,10.0,L'Ambra, Alghero,Italia
 67pompeo,10.0,L'Ambra, Alghero,Italia
 Maria R,2.0,L'Ambra, Alghero,Italia
 Manuel V,10.0,L'Ambra, Alghero,Italia
 Rosa P,8.0,L'Ambra, Alghero,Italia
Ilaria D,10.0,B&B l'Acanto di Ortigia, Siracusa,Italia
 serenasun,10.0,B&B l'Acanto di Ortigia, Siracusa,Italia
 ViDiVi,10.0,B&B l'Acanto di Ortigia, Siracusa,Italia
 johnnycz,10.0,B&B l'Acanto di Ortigia, Siracusa,Italia
 edelweiss5,10.0,B&B l'Acanto di Ortigia, Siracusa,Italia
Falco,10.0,Profumo Maison d'Hôtes,Via di San Giovanni in Laterano 108,Italia
 valeriapiccari,10.0,Profumo Maison d'Hôtes,Via di San Giovanni in Laterano 108,Italia
 mati89,10.0,Profumo Maison d'Hôtes,Via di San Giovanni in Laterano 108,Italia
 Paolo P,10.0,Profumo Maison d'Hôtes,Via di San Giovanni in Laterano 108,Italia
 Gianlux016,8.0,Profumo Maison d'Hôtes,Via di San Giovanni in Laterano 108,Italia
cristiana c,8.0,Hotel Del Golfo, Marciana,Italia
 Giovanni Maria P,10.0,Hotel Del Golfo, Marciana,Italia
 fabio b,10.0,Hotel Del Golfo, Marciana,Italia
 Alessandra S,10.0,Hotel Del Golfo, Marciana,Italia
 A69,8.0,Hotel Del Golfo, Marciana,Italia
alfomaf,10.0,L'antica Passolara, Parco Nazionale del Cilento e Vallo di Diano,Italia
 taizy,10.0,L'antica Passolara, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Maria Luisa D,10.0,L'antica Passolara, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Sal,10.0,L'antica Passolara, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Francesca R,8.0,L'antica Passolara, Parco Nazionale del Cilento e Vallo di Diano,Italia
Danilo A,10.0,Mancini Shabby House,Via Gabrio Serbelloni 127 Via Bartolino da Novara 20,Italia
 valentinapatano,6.0,Mancini Shabby House,Via Gabrio Serbelloni 127 Via Bartolino da Novara 20,Italia
 mattannarosa,10.0,Mancini Shabby House,Via Gabrio Serbelloni 127 Via Bartolino da Novara 20,Italia
 Salvatore,10.0,Mancini Shabby House,Via Gabrio Serbelloni 127 Via Bartolino da Novara 20,Italia
 Christian Ponis,8.0,Mancini Shabby House,Via Gabrio Serbelloni 127 Via Bartolino da Novara 20,Italia
Martina S,10.0,Bed & Breakfast A Castel Capuano,Napoli,Italia
 Maps33732985029,10.0,Bed & Breakfast A Castel Capuano,Napoli,Italia
 Eusebio Balocco,10.0,Bed & Breakfast A Castel Capuano,Napoli,Italia
 Flyer23005940581,8.0,Bed & Breakfast A Castel Capuano,Napoli,Italia
 Explore624439,10.0,Bed & Breakfast A Castel Capuano,Napoli,Italia
Mathias B,10.0,Casa Mimosa, Alghero,Italia
Paolo P,8.0,Hotel Mimosa,Roma,Italia
 alezac,8.0,Hotel Mimosa,Roma,Italia
 Emre C,10.0,Hotel Mimosa,Roma,Italia
 Paola,8.0,Hotel Mimosa,Roma,Italia
 Franco B,8.0,Hotel Mimosa,Roma,Italia
Vincenza F,8.0,B&B Il Melaro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 domenico n,10.0,B&B Il Melaro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Nicola,2.0,B&B Il Melaro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Marina B,10.0,B&B Il Melaro, Parco Nazionale del Cilento e Vallo di Diano,Italia
 Salvatore S,10.0,B&B Il Melaro, Parco Nazionale del Cilento e Vallo di Diano,Italia
emoriconi,10.0,Flaneur BnB,Via Mercanti 16,Italia
 Mario T,10.0,Flaneur BnB,Via Mercanti 16,Italia
 Antonio B,8.0,Flaneur BnB,Via Mercanti 16,Italia
 Arioclaudia,8.0,Flaneur BnB,Via Mercanti 16,Italia
 A8197OQlucias,8.0,Flaneur BnB,Via Mercanti 16,Italia
